Epoch	a         	e          	i         	w          	Node       	M          	Name
55400	1.73029521	0.296686583	16.4043479	173.8262327	198.1743612	4.4421191	4487 Pocahontas
55400	2.70369159	0.524308549	2.5150732	76.3912211	46.0634105	215.9417936	4503 Cleobulus
55400	1.04185025	0.250063913	14.1454766	333.7269253	24.0271942	215.50189	4544 Xanthus
55400	1.02250005	0.356952323	4.9132263	255.2167064	180.36815	294.9940076	4581 Asclepius
55400	2.65379241	0.511261955	24.6368512	83.8188666	180.6240423	224.284774	4587 Rees
55400	2.23977384	0.518857281	37.1006932	248.3377978	154.334613	200.969304	4596 (1981 QB)
55400	1.48873723	0.359924353	1.4321308	157.9599801	314.5048668	248.5802762	4660 Nereus
55400	2.23466948	0.514878356	6.3768929	213.4653005	241.3773581	310.9879102	4688 (1980 WF)
55400	1.06317221	0.483104934	8.8884673	121.3268213	325.6357639	329.2958824	4769 Castalia
55400	1.36991413	0.168351334	15.6514955	192.8508004	215.4827621	188.5059627	4947 Ninkasi
55400	1.62071689	0.657563806	24.3946048	77.7304611	77.7773068	322.0823405	4953 (1990 MU)
55400	2.001651	0.44867764	17.45026	52.3662602	358.5601644	338.099116	4954 Eric
55400	1.56540372	0.219023602	35.0084491	97.4418819	254.9384946	53.8828055	4957 Brucemurray
55400	1.63589438	0.499962353	7.4071826	105.7056852	10.8159428	244.11784	5011 Ptah
55400	1.48622097	0.569371944	36.4008593	135.7681153	110.4465011	49.1399138	5131 (1990 BG)
55400	1.83427868	0.7726336	9.1017244	227.05523	310.1720931	142.0746991	5143 Heracles
55400	1.55090873	0.477992125	3.580736	159.5687342	135.3768299	126.0606052	5189 (1990 UQ)
55400	2.96318522	0.614405341	19.4986223	320.2020826	353.0673222	185.3946268	5324 Lyapunov
55400	2.1628435	0.456615787	25.4727803	305.7841678	142.9638807	169.2632212	5332 Davidaguilar
55400	3.3352369	0.634411609	19.0915981	161.2547238	177.8448024	326.2159175	5370 Taranis
55400	0.94749732	0.296131972	48.9679151	37.4275654	58.5532408	41.7724851	5381 Sekhmet
55400	2.43443803	0.636803986	68.0087422	118.1129501	101.0812221	286.2463717	5496 (1973 NA)
55400	2.39267826	0.547160737	18.0987238	86.3119543	190.3801701	162.7222744	5587 (1990 SB)
55400	0.98556178	0.27945666	14.1868426	34.4389178	216.3277495	188.2600343	5590 (1990 VA)
55400	0.92690758	0.405268239	4.7940924	82.451873	311.9479893	297.8756606	5604 (1992 FE)
55400	2.15769897	0.423824333	7.8622223	153.4633413	128.7717465	117.1049135	5620 Jasonwheeler
55400	2.19554621	0.454023134	3.8541229	231.3598919	173.2977783	64.717491	5626 (1991 FE)
55400	1.35485083	0.387296815	13.5079032	48.1333273	45.8051472	154.6046598	5645 (1990 SP)
55400	2.14324052	0.436817892	7.9137147	335.6450583	14.1915637	121.6536428	5646 (1990 TR)
55400	1.7938913	0.304521942	6.8759551	122.4904671	10.0046391	91.4162794	5653 Camarillo
55400	1.78571143	0.76222755	38.0468587	126.8617023	302.3500659	9.9205202	5660 (1974 MA)
55400	1.27130352	0.585309236	5.0551242	258.7878122	97.118405	226.3469651	5693 (1993 EA)
55400	2.26219354	0.653941537	11.4359392	216.9832515	281.7500306	103.0793448	5731 Zeus
55400	2.10299466	0.423809043	16.0728876	25.276534	121.7187948	13.6751791	5751 Zao
55400	1.08139105	0.826972313	23.2465706	8.3226685	161.3327529	40.5670394	5786 Talos
55400	1.89393558	0.444035836	4.1881375	168.3630899	299.0506036	262.923715	5797 Bivoj
55400	1.69767188	0.695453437	30.0917088	152.6815994	125.5044692	260.8795033	5828 (1991 AM)
55400	2.4446747	0.532787904	7.9795569	76.7603937	239.7186174	157.455268	5836 (1993 MF)
55400	2.22050892	0.50745521	19.4755499	115.4028676	169.0289791	59.2988894	5863 Tara
55400	1.81253751	0.320882137	17.9288196	230.6783949	227.9426305	291.7728401	5869 Tanith
55400	1.62453139	0.289276371	21.5753782	355.694932	145.8966829	328.127679	5879 Almeria
55400	1.27094347	0.499477302	3.4949	241.853065	182.7002637	274.0201313	6037 (1988 EG)
55400	1.45419628	0.352135535	23.4739697	103.7320138	6.1510925	200.4967654	6047 (1991 TB1)
55400	2.20282587	0.436148369	6.4025494	284.6833573	88.4072906	265.5479142	6050 Miwablock
55400	2.14698457	0.5286135	21.5918608	74.7944187	318.4168578	253.0909488	6053 (1993 BW3)
55400	2.2131048	0.766152772	4.9187976	337.0147623	169.5282105	344.8740969	6063 Jason
55400	2.81171486	0.585578583	4.3076588	127.1860117	64.7907997	52.0322924	6178 (1986 DA)
55400	1.15198616	0.412835669	3.9443689	239.620762	344.6871707	36.2662005	6239 Minos
55400	2.23963202	0.57256884	37.3641753	262.5960573	27.1682491	141.9899862	6455 (1992 HE)
55400	2.19422045	0.407671458	8.2074366	346.8967468	313.7664892	197.1617739	6456 Golombek
55400	2.49827489	0.604961507	2.2761857	66.9455089	210.871034	287.2387321	6489 Golevka
55400	2.50287101	0.588858422	5.7341715	320.63137	304.0868068	290.347263	6491 (1991 OA)
55400	1.62622838	0.22084196	22.6364373	167.2290462	111.5281481	77.6134429	6569 Ondaatje
55400	1.69589459	0.484928133	8.6903181	281.2224765	231.0570477	154.9597913	6611 (1993 VW)
55400	1.47597422	0.315021596	12.6062703	323.3873738	146.6712638	36.1489318	7025 (1993 QA)
55400	1.98060348	0.390709477	8.301155	354.6659044	102.7183844	233.6155073	7088 Ishtar
55400	2.53321865	0.699910995	17.7634425	93.4600752	58.1700259	202.5609487	7092 Cadmus
55400	2.72552021	0.558951104	16.3221151	337.9811556	308.5580929	46.9130941	7236 (1987 PA)
55400	1.77079409	0.484126516	15.2103242	232.1046192	61.4361823	334.3909899	7335 (1989 JA)
55400	2.30577004	0.4798855	7.1718628	181.1103923	174.5845892	342.8143674	7336 Saunders
55400	1.84188132	0.506703603	5.4231446	173.3649975	294.9329542	147.4933415	7341 (1991 VK)
55400	1.35575455	0.391074498	7.2618282	336.5460285	133.1772884	177.6299587	7350 (1993 VA)
55400	2.19818437	0.503016541	4.6571673	91.3599839	266.1086784	219.9638404	7358 Oze
55400	1.56551335	0.292299198	7.0879407	275.4947151	88.6800413	33.4889184	7474 (1992 TC)
55400	1.56762566	0.317024571	9.4541842	256.7049862	124.4478186	7.41043	7480 Norwan
55400	1.3462514	0.328258746	33.487213	47.5975766	117.9225422	206.9229268	7482 (1994 PC1)
55400	1.46736648	0.481779134	3.1243628	279.9912888	73.5003426	93.0002641	7753 (1988 XB)
55400	1.12276425	0.164644791	37.1226425	249.435522	156.8846452	194.5593934	7822 (1991 CS)
55400	2.16501941	0.518034422	27.1823458	228.0203269	102.7193774	359.8481816	7839 (1994 ND)
55400	2.43403109	0.664091841	26.0773804	323.0454825	165.9628311	115.5152418	7888 (1993 UC)
55400	1.26154954	0.346240184	36.903038	349.1277249	111.3028833	319.9070521	7889 (1994 LX)
55400	2.22585568	0.465808015	25.1759721	248.0333987	134.2683276	310.2781187	7977 (1977 QQ5)
55400	2.20123976	0.430661575	7.5643564	146.7833228	105.6654282	60.2200444	8013 Gordonmoore
55400	1.74632496	0.455748241	1.8641829	114.1828317	210.4186116	231.3680326	8014 (1990 MF)
55400	1.82999429	0.409015712	2.0241355	67.9912071	233.0171654	95.0151155	8034 Akka
55400	1.34161958	0.462461089	28.3150317	5.9968866	185.6703569	316.7233612	8035 (1992 TB)
55400	1.98584418	0.418156978	5.9099533	105.6944775	22.5009739	100.6053927	8037 (1993 HO1)
55400	1.5747565	0.642823456	39.6196658	241.8386812	66.6278593	187.4462451	8176 (1991 WA)
55400	2.534053	0.708367272	9.5769646	25.0244646	164.1931329	11.2428693	8201 (1994 AH2)
55400	1.68678433	0.594702443	14.5840095	345.6706385	317.4810336	190.5419268	8507 (1991 CB1)
55400	1.50640144	0.430585442	37.9669977	125.1073994	164.1830696	198.012454	8566 (1996 EN)
55400	2.04614148	0.449024232	8.4391758	177.0751407	177.181733	228.017696	8567 (1996 HW1)
55400	1.55681802	0.359709309	16.0737145	306.9078733	218.4054804	165.8475602	9058 (1992 JB)
55400	1.49614532	0.595287316	9.0159383	235.6096884	180.1726676	157.3635186	9162 Kwiila
55400	2.70709614	0.554023106	7.8443856	74.099589	287.7548129	247.3877856	9172 Abhramu
55400	1.42373892	0.607451947	40.8478866	212.2794321	315.9746079	88.3616144	9202 (1993 PB)
55400	2.58967272	0.578051283	36.036126	62.0807674	3.5310295	261.3461649	9400 (1994 TW1)
55400	2.2471488	0.622575002	9.773744	115.2936572	168.9275	230.1061717	9856 (1991 EE)
55400	2.44032199	0.53078709	14.5864246	103.0907463	253.9165449	65.8303493	9950 ESA
55400	1.24857546	0.324706604	15.3248066	233.5449038	8.9695497	10.5018034	10115 (1992 SK)
55400	1.90154576	0.63222151	4.5570204	27.1849057	328.5999445	192.9549246	10145 (1994 CK1)
55400	2.37629635	0.542074957	45.9652511	234.0356351	113.0862886	107.8421073	10150 (1994 PN)
55400	1.23462483	0.503732348	23.8941651	348.4009387	312.4795962	315.9689527	10165 (1995 BL2)
55400	1.27255889	0.136607447	4.3777153	183.2496113	104.3965804	235.9510772	10302 (1989 ML)
55400	1.00686208	0.26646245	63.4605431	132.190332	56.573093	74.1028244	10563 Izhdubar
55400	1.88326093	0.513273414	13.5618987	286.0910695	173.1378802	177.4048807	10636 (1998 QK56)
55400	2.58290754	0.572182058	4.1470789	75.3270599	257.4618017	218.6952	10860 (1995 LE)
55400	1.97924338	0.446944585	3.0783603	92.0013584	339.3193859	33.3767475	11054 (1991 FA)
55400	1.39160194	0.375255437	36.8894485	21.944701	349.2676158	192.9881324	11066 Sigurd
55400	1.74035311	0.337282957	1.9926588	170.9662879	311.8351709	331.8407653	11284 Belenus
55400	2.117745	0.53580071	25.4272262	313.1056221	59.5376909	163.0968558	11311 Peleus
55400	1.720606	0.388641216	15.0319199	74.4478492	144.9203232	356.5825183	11398 (1998 YP11)
55400	1.45946264	0.393829344	22.8600014	96.2714098	141.3566832	127.3569749	11405 (1999 CV3)
55400	1.07984127	0.355980172	10.3081885	289.3871562	234.4874353	75.9491883	11500 Tomaiyowit
55400	1.70311921	0.474489668	19.4168827	116.0015885	359.9259121	274.0933858	11885 (1990 SS)
55400	1.54180189	0.40606984	24.5171694	321.6558809	220.7814812	159.4011951	12538 (1998 OH)
55400	1.18641914	0.272268644	38.4830142	322.8455672	295.0122036	284.9162308	12711 Tukmit
55400	1.96156082	0.491697307	5.2904493	146.7960369	168.357227	347.0323351	12923 Zephyr
55400	2.19090725	0.462293019	5.8704115	109.6496426	193.7645491	191.4094393	13553 (1992 JE)
55400	1.33553066	0.305736976	17.2446139	133.7430271	116.7232358	181.8771156	13651 (1997 BR)
55400	1.71524127	0.402508946	11.4218075	51.2389775	158.3238747	204.0958245	14402 (1991 DB)
55400	2.84417923	0.665022569	1.9809595	238.1135444	58.0252847	31.661553	14827 Hypnos
55400	1.7194229	0.255117373	14.4237863	140.4586053	132.6873038	171.790919	15745 (1991 PM5)
55400	1.32463421	0.118237227	13.8728225	94.2524092	162.5411832	218.3329813	15817 Lucianotesi
55400	2.85230966	0.588428668	4.5365998	104.6855353	335.714609	58.2992792	16064 (1999 RH27)
55400	2.30728616	0.469800482	7.2462334	46.6502637	297.2565691	294.3230052	16636 (1993 QP)
55400	2.2758775	0.461501906	24.983984	21.13201	31.339169	304.5058414	16657 (1993 UB)
55400	1.44229246	0.604233628	25.9001244	157.84962	37.2189329	17.1929023	16816 (1997 UF9)
55400	1.46778534	0.442157569	15.9818215	334.2087814	260.8554761	245.8314875	16834 (1997 WU22)
55400	1.75125316	0.272604869	24.5261239	221.1180796	169.2460571	233.32109	16912 Rhiannon
55400	2.20198982	0.858239262	17.5800952	242.6905271	260.7777209	180.3092988	16960 (1998 QS52)
55400	2.37402727	0.67269821	10.6487535	36.7668463	113.6097635	312.703757	17181 (1999 UM3)
55400	1.38725611	0.553451497	9.2809554	203.0522226	333.5983651	128.4486653	17182 (1999 VU)
55400	2.21629489	0.638143574	29.3802512	286.8908213	270.2335482	59.2506122	17188 (1999 WC2)
55400	2.72223228	0.559117598	5.6290754	20.8397858	306.1641016	73.5318971	17274 (2000 LC16)
55400	1.18982938	0.358925228	9.5866475	202.277712	355.9845067	22.3318603	17511 (1992 QN)
55400	2.44499162	0.512234508	4.2192877	234.9976599	109.2823497	210.8832639	18106 Blume
55400	1.88060508	0.367974171	0.8097418	319.2237224	59.4669276	290.7869528	18109 (2000 NG11)
55400	2.42565206	0.509635273	17.833871	100.6184526	338.6478849	185.4513652	18172 (2000 QL7)
55400	2.3580574	0.48761395	2.8130793	222.0877564	298.0382858	219.8117391	18736 (1998 NU)
55400	1.68513339	0.23178021	36.8117894	242.6762424	291.7357836	226.9254275	18882 (1999 YN4)
55400	2.49686527	0.566624109	2.9970549	333.8175138	186.8194659	140.5319269	19356 (1997 GH3)
55400	2.23259462	0.444020174	1.329128	9.4399843	281.7346934	10.5879773	19764 (2000 NF5)
55400	3.19022728	0.616389664	22.3950758	56.2145298	239.537129	294.6489414	20086 (1994 LW)
55400	2.03895461	0.556756038	6.4912516	103.6567907	111.9305883	79.0460737	20236 (1998 BZ7)
55400	2.15102377	0.492475508	9.9629079	17.4682555	181.066946	321.5322673	20255 (1998 FX2)
55400	1.56459679	0.476739841	6.9820738	296.1260023	227.4163298	294.0649281	20425 (1998 VD35)
55400	1.55578925	0.464479709	6.2984355	147.50206	61.8041613	282.2768863	20429 (1998 YN1)
55400	1.87705088	0.412000863	33.9292088	283.649741	280.1435618	150.0580214	20460 Robwhiteley
55400	2.74166908	0.560831987	8.3288938	168.8127608	303.0129893	32.0418291	20790 (2000 SE45)
55400	2.43127329	0.629787541	32.0218058	198.2273458	347.5677174	175.39292	20826 (2000 UV13)
55400	1.70657028	0.238327484	38.4586416	27.067532	297.8888564	249.4412155	21088 (1992 BL2)
55400	2.37749338	0.519390227	20.9610837	250.1295631	167.4814416	248.9840041	21277 (1996 TO5)
55400	1.26958165	0.120603203	23.9815183	197.1032555	59.2480492	106.0502612	21374 (1997 WS22)
55400	1.1042604	0.276128217	9.844076	186.5369722	136.5069821	223.9842209	22099 (2000 EX106)
55400	1.21884373	0.569733218	3.2045578	324.5713767	307.5776648	316.9187704	22753 (1998 WT)
55400	1.57625894	0.524088688	11.3990323	305.6318435	339.1122422	187.46476	22771 (1999 CU3)
55400	1.82439263	0.401336231	40.9533112	301.377748	119.7299676	318.9183924	23183 (2000 OY21)
55400	1.84665594	0.5894434	51.3089724	293.5200491	164.4005419	285.3288941	23187 (2000 PN9)
55400	2.29317295	0.516536425	23.3615162	123.7873678	346.2347186	276.1586479	23548 (1994 EF2)
55400	1.74998832	0.360924722	14.3594678	357.4244682	296.7071594	296.6404649	23606 (1996 AS1)
55400	2.13014078	0.514095398	8.3734108	128.4718544	128.2181845	314.7115128	23714 (1998 EC3)
55400	2.30988954	0.822190152	25.8222428	230.9942777	178.3300326	287.9749327	24443 (2000 OG)
55400	2.21102685	0.544917308	23.8621294	218.6127915	203.4021286	1.0370983	24445 (2000 PM8)
55400	1.97387465	0.441669902	14.6412064	32.5994062	76.5320351	166.9695364	24475 (2000 VN2)
55400	1.33488071	0.305872527	21.9193465	287.4498266	121.1141864	162.9962294	24761 Ahau
55400	1.32410809	0.280073209	1.6219004	162.7596	69.0847611	19.0244004	25143 Itokawa
55400	1.54039467	0.370753316	14.3292622	85.9873916	50.6350367	328.6049607	25330 (1999 KV4)
55400	2.56238971	0.497721221	15.739407	199.8704591	94.7486465	15.1980965	25916 (2001 CP44)
55400	3.30138084	0.644073692	14.7871954	62.9064838	185.7452909	196.6149344	26166 (1995 QN3)
55400	2.13954308	0.469848237	5.3696705	98.6360502	211.0983455	306.7275552	26310 (1998 TX6)
55400	1.60576042	0.576147222	8.6885476	200.4414747	252.210399	241.5848586	26379 (1999 HZ1)
55400	1.54565635	0.472129439	13.5438123	231.0274908	303.7617069	322.3546066	26663 (2000 XK47)
55400	2.87001004	0.550699226	10.9080662	154.7560141	146.6365596	307.5578634	26760 (2001 KP41)
55400	2.80861199	0.591926414	3.4878985	156.5623436	153.2821185	324.7602081	26817 (1987 QB)
55400	1.74348734	0.433778762	8.699426	0.7257062	130.4272753	138.0257398	27002 (1998 DV9)
55400	2.13952881	0.425887112	5.3493095	111.7183212	192.0058101	304.8982123	27031 (1998 RO4)
55400	1.87530122	0.39877973	36.9445189	269.2090177	135.3044006	99.1047502	27346 (2000 DN8)
55400	1.69920311	0.507423618	12.1815683	224.5362621	356.7760706	68.1143778	29075 (1950 DA)
55400	2.43853332	0.679917514	8.7374827	33.6783242	205.0578728	132.8749195	30825 (1990 TG1)
55400	1.56014018	0.643607472	36.1779506	150.9917615	38.7262149	96.0518543	30997 (1995 UO5)
55400	2.60542476	0.501454098	8.9561721	271.4101261	145.0141203	18.3103538	31210 (1998 BX7)
55400	1.72342839	0.256849407	20.2256843	186.5709124	331.1004804	179.3212506	31221 (1998 BP26)
55400	2.01516755	0.391528613	6.4932459	155.8959768	222.8221341	39.9981662	31345 (1998 PG)
55400	2.02897963	0.430662843	5.9654825	350.2811004	299.8076589	56.0314989	31346 (1998 PB1)
55400	1.59713997	0.547948607	18.8026138	311.887412	14.0526743	140.7847644	31662 (1999 HP11)
55400	2.13747998	0.577462706	9.5440089	39.0169712	78.9161477	256.5236633	31669 (1999 JT6)
55400	2.24628316	0.441094958	18.9384031	92.2684529	331.3186854	221.0813284	32906 (1994 RH)
55400	0.71845414	0.417943942	7.3426061	167.2943463	81.9996701	255.2458559	33342 (1998 WT24)
55400	2.06786679	0.388703419	6.1699603	285.845738	315.4987804	218.490192	34613 (2000 UR13)
55400	1.13731487	0.144186664	13.9117772	206.8949825	139.3925551	195.1607495	35107 (1991 VH)
55400	1.44253289	0.483871081	4.097891	102.7922354	213.88168	194.176009	35396 (1997 XF11)
55400	2.5109514	0.54015756	13.0723491	1.3111875	115.4553177	48.8885447	35432 (1998 BG9)
55400	2.1235443	0.594489637	7.1067039	169.5146067	271.508906	274.367178	35670 (1998 SU27)
55400	1.52259537	0.314020109	5.5541981	51.9277657	332.2036751	264.5164719	36017 (1999 ND43)
55400	1.55132272	0.33271441	38.2160289	311.1478658	54.6972238	235.8849621	36183 (1999 TX16)
55400	1.33246538	0.423370071	58.0409009	19.7313811	241.0913948	108.4587764	36236 (1999 VV)
55400	1.48370382	0.554176934	46.7503127	317.9277621	323.2139528	172.8419409	36284 (2000 DM8)
55400	2.25331149	0.484672012	36.6340267	117.9713656	223.7507623	234.1094676	37336 (2001 RM)
55400	1.90953034	0.51919932	5.0769361	323.0351108	145.7013793	95.1562975	37638 (1993 VB)
55400	1.4781738	0.752349954	17.994214	303.6584568	139.7483759	282.5196887	37655 Illapa
55400	2.08829408	0.507583983	12.7424579	8.7871212	195.5926956	265.4504161	38071 (1999 GU3)
55400	1.42032048	0.566354615	23.6710671	178.8801957	165.3701203	168.687845	38086 Beowolf
55400	2.16929007	0.401051478	9.3577306	224.5858626	65.0405552	143.6969616	38091 (1999 JT3)
55400	2.03361005	0.577062725	9.4827305	27.5893551	200.1922379	305.5198769	38239 (1999 OR3)
55400	2.26343094	0.426340568	5.5656811	239.3050671	58.8612042	89.9343912	39557 Gielgud
55400	1.64168194	0.334072996	8.5993522	344.6381807	1.0311631	180.0240014	39565 (1992 SL)
55400	2.03784774	0.492170426	10.0205809	344.7550675	313.6639602	242.7153606	39572 (1993 DQ1)
55400	2.24905658	0.469960772	12.9279756	170.8203283	159.0176904	291.6759135	39796 (1997 TD)
55400	1.4948952	0.161095073	25.8458808	198.6310637	172.8604455	227.6525091	40263 (1999 FQ5)
55400	1.33867988	0.808276364	34.5424189	211.8588969	148.3029045	327.8467759	40267 (1999 GJ4)
55400	2.26579965	0.453208356	2.5131112	111.0371045	211.6018983	78.6255084	40329 (1999 ML)
55400	1.59254003	0.555045898	2.1934342	297.6264167	351.6156051	12.9561557	41429 (2000 GE2)
55400	1.57574699	0.211302364	15.1071873	199.9869637	64.1140394	33.7722121	41440 (2000 HZ23)
55400	1.419593	0.391977436	24.0674353	150.8097026	55.8877126	318.5368893	42286 (2001 TN41)
55400	1.91803321	0.429750506	5.0287234	81.5347818	328.4359571	333.2988511	48603 (1995 BC2)
55400	2.20927733	0.550016171	8.0469925	115.4682256	5.865948	100.1981621	52340 (1992 SY)
55400	1.27823535	0.144051309	7.7254388	263.6955695	183.3562935	92.9946556	52381 (1993 HA)
55400	1.28213043	0.189664561	24.1524972	195.4901436	297.6281745	54.1754344	52387 (1993 OM7)
55400	1.5618423	0.29222354	10.9849463	265.0146758	4.770726	57.5159289	52689 (1998 FF2)
55400	1.42702257	0.524971173	11.1637366	334.0478648	141.3979521	100.6054186	52750 (1998 KK17)
55400	2.4111166	0.620639787	2.4330845	20.1203834	338.9156073	57.5534676	52760 (1998 ML14)
